comment_id,parent_id,author,text,published,like_count,is_top_level,published_dt,text_length,type,cleaned_tokens
UgxlgZ-YY6rnr0Ag9Lh4AaABAg,root,@ASAPDGAF,Iphone 11 GANG📳📳,1725235200,0,,2024-09-02,16,Top-level,"['iphone', 'gang']"
UgwW1xydfRohFfqxy3h4AaABAg,root,@kingjay-jq2ip,There are so many ways you can design the back of a phone. I feel they have all gotten to their peak.,1725235200,0,,2024-09-02,101,Top-level,"['many', 'way', 'design', 'back', 'phone', 'feel', 'gotten', 'peak']"
UgyPVB3LgiV1cD8xpz94AaABAg,root,@xSuspect1,The extra button is rumoured to be the new capture button,1725235200,0,,2024-09-02,57,Top-level,"['extra', 'button', 'rumoured', 'new', 'capture', 'button']"
Ugz_B7HRndHBrO_WvCB4AaABAg,root,@eidkasim__,Can’t wait for iPhone 16plus,1725235200,0,,2024-09-02,28,Top-level,"['wait', 'iphone', 'plus']"
UgwIC5-7yCI6DjGR8ux4AaABAg,root,@rjstreams,Literally nonsense 🙄,1725235200,0,,2024-09-02,20,Top-level,"['literally', 'nonsense']"
Ugxc04T02hfkk6z0hQ14AaABAg,root,@heysky11,"Using BATMAN's basement as shooting location, he must be richh af",1725235200,753,,2024-09-02,65,Top-level,"['using', 'batman', 'basement', 'shooting', 'location', 'must', 'richh']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA67mR--p6ge,Ugxc04T02hfkk6z0hQ14AaABAg,@muhovil1049,It’s a rentable place in LA. It was in several music videos before The Dark Knight,1725235200,49,,2024-09-02,82,Reply,"['rentable', 'place', 'several', 'music', 'video', 'dark', 'knight']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA67p_0E3rXV,Ugxc04T02hfkk6z0hQ14AaABAg,@rocktimmanta280,Its a replica,1725235200,13,,2024-09-02,13,Reply,['replica']
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA68qnk-V1WC,Ugxc04T02hfkk6z0hQ14AaABAg,@alloverdaplace2043,Yea it's called Light Box Garage you can rent it for about $400 per hour,1725235200,11,,2024-09-02,72,Reply,"['yea', 'called', 'light', 'box', 'garage', 'rent', 'per', 'hour']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA69ls5rSJwD,Ugxc04T02hfkk6z0hQ14AaABAg,@jeehoonoh,@muhovil1049  You sure it's not the other way around? Dark Knight came out in 2008 and I couldn't find a single music video pre-2008 that used this set. There's a bunch of music videos that use this set post-2010 though.,1725235200,8,,2024-09-02,220,Reply,"['muhovil', 'sure', 'way', 'around', 'dark', 'knight', 'came', 'find', 'single', 'music', 'video', 'pre', 'used', 'set', 'bunch', 'music', 'video', 'use', 'set', 'post', 'though']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6AG_qAj5DK,Ugxc04T02hfkk6z0hQ14AaABAg,@NoahPurdyFR,​ @muhovil1049 Isn't it just his studio? He films all his videos in it.,1725235200,10,,2024-09-02,71,Reply,"['muhovil', 'studio', 'film', 'video']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6B1-DH__wf,Ugxc04T02hfkk6z0hQ14AaABAg,@calvindelosreyes7840,@heysky he's a famous YouTuber si that's not a problem for him at all.,1725235200,2,,2024-09-02,70,Reply,"['heysky', 'famous', 'youtuber', 'problem']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6BKBTZJmAt,Ugxc04T02hfkk6z0hQ14AaABAg,@andienalzaro5326,it thought its just green screen,1725235200,7,,2024-09-02,32,Reply,"['thought', 'green', 'screen']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6BKMzEBCT1,Ugxc04T02hfkk6z0hQ14AaABAg,@DManLewis1,Its his studio in canada lmao wtf are you saying? ​ @muhovil1049,1725235200,0,,2024-09-02,64,Reply,"['studio', 'canada', 'lmao', 'wtf', 'saying', 'muhovil']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6DOfTe5N0M,Ugxc04T02hfkk6z0hQ14AaABAg,@AgentFortyse7en,I think he’s in Toronto actually,1725235200,5,,2024-09-02,32,Reply,"['think', 'toronto', 'actually']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6FvwiustUV,Ugxc04T02hfkk6z0hQ14AaABAg,@masmasstandart1228,Maybe he's Alfred,1725235200,3,,2024-09-02,17,Reply,"['maybe', 'alfred']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6HyKpPnh5l,Ugxc04T02hfkk6z0hQ14AaABAg,@jagathjayan2938,Obviously is rich af.....I mean look at his subscriber count and on top of that the amount of sponsorship and brand endorsement him and the mkbhd guy does yooo they are sorted.,1725235200,5,,2024-09-02,176,Reply,"['obviously', 'rich', 'mean', 'look', 'subscriber', 'count', 'top', 'amount', 'sponsorship', 'brand', 'endorsement', 'mkbhd', 'guy', 'yooo', 'sorted']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6NbNdMyhc6,Ugxc04T02hfkk6z0hQ14AaABAg,@diogokamioka,Who said he’s not Batman himself ?,1725235200,0,,2024-09-02,34,Reply,"['said', 'batman']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6OkrJ-0fT3,Ugxc04T02hfkk6z0hQ14AaABAg,@Spartan168,@muhovil1049 except he’s not in LA.  He’s in Newmarket Ontario and this is a custom place he reno’d,1725235200,3,,2024-09-02,99,Reply,"['muhovil', 'except', 'newmarket', 'ontario', 'custom', 'place', 'reno']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6OkuLAMC1N,Ugxc04T02hfkk6z0hQ14AaABAg,@Spartan168,"@diogokamioka This bald, chubby guy is Batman? Lol",1725235200,1,,2024-09-02,50,Reply,"['diogokamioka', 'bald', 'chubby', 'guy', 'batman', 'lol']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6Sw2z4Mp5d,Ugxc04T02hfkk6z0hQ14AaABAg,@lerizia7319,LMAO,1725235200,0,,2024-09-02,4,Reply,['lmao']
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6Wa_T3q1uM,Ugxc04T02hfkk6z0hQ14AaABAg,@AmicusAdastra,@alloverdaplace2043 yeah so he’s richer thats what we was saying,1725235200,1,,2024-09-02,64,Reply,"['alloverdaplace', 'yeah', 'richer', 'thats', 'saying']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6Waal5rd9e,Ugxc04T02hfkk6z0hQ14AaABAg,@AmicusAdastra,Green screen,1725235200,1,,2024-09-02,12,Reply,"['green', 'screen']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6Wb1hL3zsI,Ugxc04T02hfkk6z0hQ14AaABAg,@Spartan168,@AmicusAdastra  Pretty sure he has no problem affording this space,1725235200,3,,2024-09-02,66,Reply,"['amicusadastra', 'pretty', 'sure', 'problem', 'affording', 'space']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6Wb39N07Jv,Ugxc04T02hfkk6z0hQ14AaABAg,@Spartan168,@AmicusAdastra  It’s not though.  Doesn’t take a genius to figure that out,1725235200,0,,2024-09-02,74,Reply,"['amicusadastra', 'though', 'take', 'genius', 'figure']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6hzCi_jfFa,Ugxc04T02hfkk6z0hQ14AaABAg,@mfikriim,its green screen,1725235200,0,,2024-09-02,16,Reply,"['green', 'screen']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6m0xAbW99x,Ugxc04T02hfkk6z0hQ14AaABAg,@Moon_Presence,​ @jagathjayan2938 Sorted? Your grammar is f*ckin sh*t.,1725235200,0,,2024-09-02,55,Reply,"['jagathjayan', 'sorted', 'grammar', 'ckin']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6pwN9Qnb-f,Ugxc04T02hfkk6z0hQ14AaABAg,@ToboeKey008,​@muhovil1049  it's a replica dum dum Lewis Hilsenteger lives in Canada 🙄 he owns that building in ontario canada 🤦‍♂️,1725235200,0,,2024-09-02,118,Reply,"['muhovil', 'replica', 'dum', 'dum', 'lewis', 'hilsenteger', 'life', 'canada', 'owns', 'building', 'ontario', 'canada']"
Ugxc04T02hfkk6z0hQ14AaABAg.A64Z_fewvNuA6pwRxSmym8,Ugxc04T02hfkk6z0hQ14AaABAg,@ToboeKey008,​ @AgentFortyse7en  he's in ontario canada 🤦‍♂️,1725235200,0,,2024-09-02,47,Reply,"['agentfortyse', 'ontario', 'canada']"
UgxU2Fy1_PsiM-OHuUR4AaABAg,root,@heysky11,What is he doing in the basement of BATMAN ??,1725235200,1,,2024-09-02,45,Top-level,"['basement', 'batman']"
UgysVjkShNzQ22SUpZN4AaABAg,root,@legacygaminginc.,New camera layout is trash,1725235200,0,,2024-09-02,26,Top-level,"['new', 'camera', 'layout', 'trash']"
Ugwserds22MlHtFoPFp4AaABAg,root,@faridimran,cant wait for 16 pro max,1725235200,0,,2024-09-02,24,Top-level,"['cant', 'wait', 'pro', 'max']"
UgxOaHPICgmmJ_Uk2At4AaABAg,root,@manaktripathi9529,I don't link the 2 camera vertical setup it reminds me of redmi note 7.  That digonal setup atleast looks good.😅,1725235200,0,,2024-09-02,112,Top-level,"['link', 'camera', 'vertical', 'setup', 'reminds', 'redmi', 'note', 'digonal', 'setup', 'atleast', 'look', 'good']"
Ugws6U24JhmXKhd8YN54AaABAg,root,@carlosrosa1976,16 pro max,1725235200,0,,2024-09-02,10,Top-level,"['pro', 'max']"
UgytBHofy-6Yl2fev_14AaABAg,root,@adil_anwer,I thought it's a new nothing cf phone.,1725235200,0,,2024-09-02,38,Top-level,"['thought', 'new', 'nothing', 'phone']"
UgyGiaA0RNNkCdy142l4AaABAg,root,@DexterzLaab,"Give this guy a like, he’s always coming with the bangers!",1725235200,0,,2024-09-02,58,Top-level,"['give', 'guy', 'like', 'always', 'coming', 'banger']"
UgzophdjX1xQMxjSQoh4AaABAg,root,@activeroypubg,"Hey Unbox therapy, i have been watching your videos from quite a long time now. I was hoping if you could give me the dummies of iphone 16 model because i can’t afford to buy a real iphone. And i want to give them to two of my younger sisters as a gift",1725235200,0,,2024-09-02,252,Top-level,"['hey', 'unbox', 'therapy', 'watching', 'video', 'quite', 'long', 'time', 'hoping', 'could', 'give', 'dummy', 'iphone', 'model', 'afford', 'buy', 'real', 'iphone', 'want', 'give', 'two', 'younger', 'sister', 'gift']"
UgyLiv9B5wv2U1cjY9B4AaABAg,root,@ronaldomartin8731,Well changing the camera layout on the back is the only way to change the design of the phone. So what more can you put on Samsung or apple phone unless they gonna be adding RGB on the phones 😅,1725235200,0,,2024-09-02,193,Top-level,"['well', 'changing', 'camera', 'layout', 'back', 'way', 'change', 'design', 'phone', 'put', 'samsung', 'apple', 'phone', 'unless', 'gon', 'adding', 'rgb', 'phone']"
UgxBpanK6UtMD5Sh3St4AaABAg,root,@Ilyanagorniy,"They will call the camera setup - revolution. The action button, hm. Something reminds me the Bixby button... I was always curious, how ""greedy apple"" can sell the ancient tech for 1k$. But that's ok, people will buy it anyway.",1725235200,0,,2024-09-02,227,Top-level,"['call', 'camera', 'setup', 'revolution', 'action', 'button', 'something', 'reminds', 'bixby', 'button', 'always', 'curious', 'greedy', 'apple', 'sell', 'ancient', 'tech', 'people', 'buy', 'anyway']"
UgxzFkR7zLas9bcxeUB4AaABAg,root,@Dark.Carnival_Spirit,"So the new button is called the capture button, for easy photo use.",1725235200,0,,2024-09-02,67,Top-level,"['new', 'button', 'called', 'capture', 'button', 'easy', 'photo', 'use']"
UgxiaNozj-pxvB0Qwb14AaABAg,root,@knigesgrave2582,don't buy iphones,1725235200,0,,2024-09-02,17,Top-level,"['buy', 'iphones']"
UgzWtneB2_iFoKeVsfx4AaABAg,root,@aniqusyairi3492,The studio look like batman secret place,1725235200,0,,2024-09-02,40,Top-level,"['studio', 'look', 'like', 'batman', 'secret', 'place']"
UgyTo7OCTBhfVKaw7f54AaABAg,root,@OldMackenzie,I want a model pro,1725235200,0,,2024-09-02,18,Top-level,"['want', 'model', 'pro']"
UgzfWZa21rmTapHsY5x4AaABAg,root,@habibkolsawala786,It actually looks more pathetic then it already was,1725235200,0,,2024-09-02,51,Top-level,"['actually', 'look', 'pathetic', 'already']"
UgzUvyXbxlYirCzaUkp4AaABAg,root,@ItchuBoyArkie,Im watching using ip13 dreaming of ip16 hahaha,1725235200,0,,2024-09-02,46,Top-level,"['watching', 'using', 'dreaming', 'hahaha']"
Ugy9tTXHKC9bZjeVMjJ4AaABAg,root,@CenturionF72,Do you know if will be  sim card slot for Europe Models?,1725235200,0,,2024-09-02,56,Top-level,"['know', 'sim', 'card', 'slot', 'europe', 'model']"
UgzGapOvXrhLs82G2QV4AaABAg,root,@OperatorPuski,I’m so glad Apple decided for me to just settle for slow charging,1725235200,0,,2024-09-02,65,Top-level,"['glad', 'apple', 'decided', 'settle', 'slow', 'charging']"
UgwXWh877TjN3P9zrg54AaABAg,root,@wisnuanggoro1400,Basically the same product lol,1725235200,0,,2024-09-02,30,Top-level,"['basically', 'product', 'lol']"
Ugy-5HtAuNnljX-Iil14AaABAg,root,@Rajukumar-mg5to,How many people hate the Videographer.,1725235200,0,,2024-09-02,38,Top-level,"['many', 'people', 'hate', 'videographer']"
UgyjbXw0WsUC2gHf1NV4AaABAg,root,@inshortinfo4830r,"My parents said if I hit 100k they will buy me professional camera, please help me to reach 🥲🙏..",1725235200,0,,2024-09-02,96,Top-level,"['parent', 'said', 'hit', 'buy', 'professional', 'camera', 'please', 'help', 'reach']"
UgxoX9wbgnmE4zCD0FN4AaABAg,root,@1BRKCMNUP,UNSUBSCRIBE… because you have become a shill.,1725235200,0,,2024-09-02,45,Top-level,"['unsubscribe', 'become', 'shill']"
UgxLFPj2uHujS47VO654AaABAg,root,@whenever4585,no more changes😂,1725235200,0,,2024-09-02,16,Top-level,['change']
UgwnKjBEPpWOxYDAwOB4AaABAg,root,@kidjiujitsu,I don’t get why Apple still releases a phone every year. I have an iPhone 11. The A13 is still just as fast as the chips that go into the iPhone 16. People are just wasting their money at this point.,1725235200,0,,2024-09-02,199,Top-level,"['get', 'apple', 'still', 'release', 'phone', 'every', 'year', 'iphone', 'still', 'fast', 'chip', 'iphone', 'people', 'wasting', 'money', 'point']"
UgwnKjBEPpWOxYDAwOB4AaABAg.A64N8024b03A6DFisGT8ui,UgwnKjBEPpWOxYDAwOB4AaABAg,@poseidonzoidzenzone4621,True,1725235200,1,,2024-09-02,4,Reply,['true']
UgwUWZYZKzzPMs2jfop4AaABAg,root,@CakCiKuRamA,"they the first who canceled the audio jack coz they wanna make the phone cleaner,but they back-paddle with buncha button around the phones😂.tbh i never use my mute switch,i rather if its an audio jack.",1725235200,0,,2024-09-02,201,Top-level,"['first', 'canceled', 'audio', 'jack', 'coz', 'wan', 'make', 'phone', 'cleaner', 'back', 'paddle', 'buncha', 'button', 'around', 'phone', 'tbh', 'never', 'use', 'mute', 'switch', 'rather', 'audio', 'jack']"
UgywMc0cfkbZ9q_pRuF4AaABAg,root,@abrantie,Apple should juts close shop for a 5 years and give us something actually new. Gosh,1725235200,0,,2024-09-02,83,Top-level,"['apple', 'jut', 'close', 'shop', 'year', 'give', 'something', 'actually', 'new', 'gosh']"
Ugwinu8k6ZFW-hQlaep4AaABAg,root,@naveenchannaboraiah8883,"No need for an Apple event,they can release it directly, it saves money to them no change in model so no event required",1725235200,0,,2024-09-02,119,Top-level,"['need', 'apple', 'event', 'release', 'directly', 'save', 'money', 'change', 'model', 'event', 'required']"
Ugyq2gUypcdrW7gqr_d4AaABAg,root,@ReubenMclord,Woooww good to see the new nothing phone 📱,1725235200,0,,2024-09-02,42,Top-level,"['woooww', 'good', 'see', 'new', 'nothing', 'phone']"
UgxxKYDWvSq0OrMdLRl4AaABAg,root,@Kanti12311,"Sound is very echoey, like they’re talking in a cave",1725235200,0,,2024-09-02,52,Top-level,"['sound', 'echoey', 'like', 'talking', 'cave']"
UgxrJXBvYdoHsoAGnQ94AaABAg,root,@zanjoe777,Apple: We made it totally different this time.,1725235200,0,,2024-09-02,46,Top-level,"['apple', 'made', 'totally', 'different', 'time']"
Ugx-mn2tGXmhIwJ6F-V4AaABAg,root,@Ziggyman-jx4vy,"As usual, Apple isn’t worried about giving people a product that has real innovations.  The only things they’re concerned with are the size of the phone and increasing the price.  No variety of colors and once again, no expandable memory slot. Looking forward to switching to Samsung.",1725235200,0,,2024-09-02,284,Top-level,"['usual', 'apple', 'worried', 'giving', 'people', 'product', 'real', 'innovation', 'thing', 'concerned', 'size', 'phone', 'increasing', 'price', 'variety', 'color', 'expandable', 'memory', 'slot', 'looking', 'forward', 'switching', 'samsung']"
UgwYUwn8FoU-emu0oxx4AaABAg,root,@LivingTheScenicRoute,The new button is for the Camera Shutter.,1725235200,0,,2024-09-02,41,Top-level,"['new', 'button', 'camera', 'shutter']"
UgxbSSMxLbyiM_MMQ7t4AaABAg,root,@pranavhb1716,thought it was a Samsung for a sec,1725235200,0,,2024-09-02,34,Top-level,"['thought', 'samsung', 'sec']"
UgzFmv0B5OM3Q9EbTUd4AaABAg,root,@numanabduljamil2644,People say it will be the same phone. Actually it will be different with the introduction of Apple intelligence feature,1725235200,0,,2024-09-02,119,Top-level,"['people', 'say', 'phone', 'actually', 'different', 'introduction', 'apple', 'intelligence', 'feature']"
UgyTKS-jePPN8pPRfDN4AaABAg,root,@CHINEMEZEUMELO,I think if the pro max is like that for 16 i would rather get the 15 pro max,1725235200,0,,2024-09-02,76,Top-level,"['think', 'pro', 'max', 'like', 'would', 'rather', 'get', 'pro', 'max']"
UgwTrwHD_EqB0KcaVQV4AaABAg,root,@westmcgee9320,5:01 no mention of holding it horizontally and using the button for 2D and 3D photos?? 🤷🏾‍♂️,1725235200,0,,2024-09-02,92,Top-level,"['mention', 'holding', 'horizontally', 'using', 'button', 'photo']"
Ugx8ctAK8pksCWsOlb14AaABAg,root,@infernalpyris52,Welcome back iphone x,1725235200,0,,2024-09-02,21,Top-level,"['welcome', 'back', 'iphone']"
UgyJXAn34gW9BPADR8F4AaABAg,root,@tyl3rth0mas,Worthless. All phone company’s shouldn’t make phones each year nothing is changing. Like you made it look like a Samsung. With nothing new it’s embarrassing at this point.,1725235200,0,,2024-09-02,171,Top-level,"['worthless', 'phone', 'company', 'make', 'phone', 'year', 'nothing', 'changing', 'like', 'made', 'look', 'like', 'samsung', 'nothing', 'new', 'embarrassing', 'point']"
Ugxh7UYdbwmtvvmgmkB4AaABAg,root,@BurninVinyl,Nice ZeniPhone 16.,1725235200,0,,2024-09-02,18,Top-level,"['nice', 'zeniphone']"
UgzLiAumyCfRRC8ink54AaABAg,root,@Adnankhan-hm5yg,Same shit since 2020 they just move the camera,1725235200,0,,2024-09-02,46,Top-level,"['shit', 'since', 'move', 'camera']"
UgzxuEmsWrI7wkFkKR94AaABAg,root,@Seekertripno1,If you follow me that mean you see my comment,1725235200,0,,2024-09-02,45,Top-level,"['follow', 'mean', 'see', 'comment']"
UgwiLUPl262aol-pPmR4AaABAg,root,@thechopninja1,Watching this video having $0 in my bank account.  Who else?,1725235200,0,,2024-09-02,60,Top-level,"['watching', 'video', 'bank', 'account', 'else']"
UgxRLp4tZeDPEYsn_-F4AaABAg,root,@countrhan9423,the land of fakes😅,1725235200,0,,2024-09-02,18,Top-level,"['land', 'fake']"
UgyvBpIZ_ksbybof_WR4AaABAg,root,@JuanCruz-et8so,They did it because of the VR set to have a better experience,1725235200,0,,2024-09-02,61,Top-level,"['set', 'better', 'experience']"
UgxTDwLcIyyHC8-DM4d4AaABAg,root,@jvfr-,"I agree with people who say that the latest iPhones or Samsung Galaxys looks the same. But IMO, if you are not a photographer or someone who needs the best device to do your work (like 99.9% of the people in the world), phones are NOT devices you need to change every single year. I have money to buy a new iPhone, but I'm still on the 11 and it's working perfectly.  I'm going to upgrade from 11 to 16 pro and honestly this is a huge upgrade for me. And I absolutely know that when I want to upgrade the 16 to a newer device, it will be a huge upgrade too. The problem is that people always want to have the latest just to brag about it. There is so many other things that you can spend or invest your money instead of changing your phone every year. I blame society for being too consumerist 🤷‍♂",1725235200,1,,2024-09-02,797,Top-level,"['agree', 'people', 'say', 'latest', 'iphones', 'samsung', 'galaxy', 'look', 'imo', 'photographer', 'someone', 'need', 'best', 'device', 'work', 'like', 'people', 'world', 'phone', 'device', 'need', 'change', 'every', 'single', 'year', 'money', 'buy', 'new', 'iphone', 'still', 'working', 'perfectly', 'going', 'upgrade', 'pro', 'honestly', 'huge', 'upgrade', 'absolutely', 'know', 'want', 'upgrade', 'newer', 'device', 'huge', 'upgrade', 'problem', 'people', 'always', 'want', 'latest', 'brag', 'many', 'thing', 'spend', 'invest', 'money', 'instead', 'changing', 'phone', 'every', 'year', 'blame', 'society', 'consumerist']"
Ugw9JdyR_jqjhChvEbt4AaABAg,root,@robertflaitas4187,"looks like they are going back to iPhone 11 camera layout, at least its bigger tho 🤣",1725235200,0,,2024-09-02,84,Top-level,"['look', 'like', 'going', 'back', 'iphone', 'camera', 'layout', 'least', 'bigger', 'tho']"
UgzzoNAM89XDQ01oH5h4AaABAg,root,@ericlungu3088,Bro do you use a green screen why is your studio looking Soo big?,1725235200,1,,2024-09-02,65,Top-level,"['bro', 'use', 'green', 'screen', 'studio', 'looking', 'soo', 'big']"
UgzzoNAM89XDQ01oH5h4AaABAg.A64Ab4FT-poA6BIhQD4Ar2,UgzzoNAM89XDQ01oH5h4AaABAg,@allen5264,"It’s like that, inspired by the batcave from Nolan’s Batman",1725235200,0,,2024-09-02,59,Reply,"['like', 'inspired', 'batcave', 'nolan', 'batman']"
UgzI8ksXYHSkvBLoppF4AaABAg,root,@AblinDrawing,I cant afford iphone phone🥺,1725235200,0,,2024-09-02,27,Top-level,"['cant', 'afford', 'iphone', 'phone']"
Ugw-SqVaELZmN2kSftd4AaABAg,root,@jojojojoseph,10:38 idkbt 😅,1725235200,0,,2024-09-02,13,Top-level,['idkbt']
Ugxi_md2ZSfQL-nVaiR4AaABAg,root,@motodog6542,Wow such an innovative design same as iPhone 12 and 11.. wow buttons? What are those?,1725235200,0,,2024-09-02,85,Top-level,"['wow', 'innovative', 'design', 'iphone', 'wow', 'button']"
Ugwa1fvVzlLX2KAgkkd4AaABAg,root,@IntruderAbhi,The diagonally camera looks more attractive,1725235200,0,,2024-09-02,43,Top-level,"['diagonally', 'camera', 'look', 'attractive']"
UgxMP_C5HBuh7vsKFHl4AaABAg,root,@This_name_alredy_taken,Even apple fan i think they will not buy basic model. We can see Samsungs basic models make more sales in future.,1725235200,0,,2024-09-02,113,Top-level,"['even', 'apple', 'fan', 'think', 'buy', 'basic', 'model', 'see', 'samsungs', 'basic', 'model', 'make', 'sale', 'future']"
UgxKUibFLe42wiMziKF4AaABAg,root,@syjancagape,The iphone 16 has massive cameras,1725235200,0,,2024-09-02,33,Top-level,"['iphone', 'massive', 'camera']"
Ugx1GU0rbpOmvW-Of-54AaABAg,root,@Metabokkuri2925,"All the tech channels, this one included, going all-in on “leaked” info or “expected” mock models, are definitely a contributing factor and one of various reasons why there’s no longer much excitement when the companies finally make their official announcement. Nowadays, reactions have been like “ok just like it was expected from leaked info except for few differences” or something like that.  I miss those days that watching Apple events or other companies’ announcements brought joy and excitement.",1725235200,226,,2024-09-02,503,Top-level,"['tech', 'channel', 'one', 'included', 'going', 'leaked', 'info', 'expected', 'mock', 'model', 'definitely', 'contributing', 'factor', 'one', 'various', 'reason', 'longer', 'much', 'excitement', 'company', 'finally', 'make', 'official', 'announcement', 'nowadays', 'reaction', 'like', 'like', 'expected', 'leaked', 'info', 'except', 'difference', 'something', 'like', 'miss', 'day', 'watching', 'apple', 'event', 'company', 'announcement', 'brought', 'joy', 'excitement']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA67_slfhsh5,Ugx1GU0rbpOmvW-Of-54AaABAg,@ButWhyMe63,"Even without the mocked ups, if you showed me a new iPhone, would say "" same as always.""",1725235200,38,,2024-09-02,88,Reply,"['even', 'without', 'mocked', 'ups', 'showed', 'new', 'iphone', 'would', 'say', 'always']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA67g6_kame6,Ugx1GU0rbpOmvW-Of-54AaABAg,@azuckentupac2704,just avoid these videos...,1725235200,19,,2024-09-02,26,Reply,"['avoid', 'video']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA67hiomuJaF,Ugx1GU0rbpOmvW-Of-54AaABAg,@6eor6ey,You can always look away or turn your device off,1725235200,12,,2024-09-02,48,Reply,"['always', 'look', 'away', 'turn', 'device']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA67oluberQa,Ugx1GU0rbpOmvW-Of-54AaABAg,@craigm7240,Don't watch them then?,1725235200,13,,2024-09-02,22,Reply,['watch']
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA67wrxP9pDX,Ugx1GU0rbpOmvW-Of-54AaABAg,@najss,It’s the same phone every year anyway. Quit crying and get ready to buy a new rendition of the same phone.,1725235200,9,,2024-09-02,106,Reply,"['phone', 'every', 'year', 'anyway', 'quit', 'cry', 'get', 'ready', 'buy', 'new', 'rendition', 'phone']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA67ywyVTfKh,Ugx1GU0rbpOmvW-Of-54AaABAg,@Metabokkuri2925,lol😂,1725235200,0,,2024-09-02,4,Reply,['lol']
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA68bnzQ8_lU,Ugx1GU0rbpOmvW-Of-54AaABAg,@usering4951,How many hype about the vision pro and the reality when they see the vision pro actually 🤡,1725235200,1,,2024-09-02,90,Reply,"['many', 'hype', 'vision', 'pro', 'reality', 'see', 'vision', 'pro', 'actually']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA691qFy1Ntg,Ugx1GU0rbpOmvW-Of-54AaABAg,@superstarDJ537,The only people really caring about new iPhones are teens and the lower socioeconomic classes.,1725235200,2,,2024-09-02,94,Reply,"['people', 'really', 'caring', 'new', 'iphones', 'teen', 'lower', 'socioeconomic', 'class']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA69gYmd3TDw,Ugx1GU0rbpOmvW-Of-54AaABAg,@najss,@superstarDJ537  that’s not true. Ppl with money buy them like candy. Wealthy ppl probably don’t care. But it’s not just low class ppl. There are different classes of ppl with money. Rich vs Wealthy in example old money vs new money etc. I do agree with the teen aspect thoe. Teens always want the newest.,1725235200,1,,2024-09-02,305,Reply,"['superstardj', 'true', 'ppl', 'money', 'buy', 'like', 'candy', 'wealthy', 'ppl', 'probably', 'care', 'low', 'class', 'ppl', 'different', 'class', 'ppl', 'money', 'rich', 'wealthy', 'example', 'old', 'money', 'new', 'money', 'etc', 'agree', 'teen', 'aspect', 'thoe', 'teen', 'always', 'want', 'newest']"
Ugx1GU0rbpOmvW-Of-54AaABAg.A640IlE7WrnA69sw-vR4YS,Ugx1GU0rbpOmvW-Of-54AaABAg,@wardeneternal1140,bro these leaks have been happening for over 10 years,1725235200,0,,2024-09-02,53,Reply,"['bro', 'leak', 'happening', 'year']"
